Description,Index,Scenario,AgentType,Difficulty,TimeToComplete,Strategy,Challenging,GeneralComments,Age,Gender,Occupation,ComputerUsage,DominantHand,EnglishAsFirst,ExpWithRobots,ExpWithRCCars,ExpWithFPS,ExpWithRTS,ExpWithRobotComments,InternalUserID
There is a green block that is closest to you. Pick it up.,1087,Configuration_1_v2.png,robot,5,0:00:16,Not particularly.,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner,>20,Right,1,2,2,2,2,no,200
Pick up the green block that is closest to you.,1141,Configuration_1_v2.png,robot,5,0:00:25,Color was the most important factor followed by weather it was the far away/close or to the right/left.,Most challenging aspect was when the blocks were in the middle of the table.,"Survey was fun, no issues.",31,male,dairy manager,>20,Right,1,1,2,7,6,I've seen a Roomba but that's about  it.,204
Pick up the green block that is closest to you.,949,Configuration_1_v2.png,robot,5,0:00:19,"left/right, close/far, color","pretty easy, the hardest was when the block wasn't isolated by color or location",,54,female,mturk,>20,Right,1,1,1,1,1,no,234
green block at by itself and right in front of you,13,Configuration_1_v2.png,robot,5,0:00:16,no strategy,explaining it right was the most challenging and whether it would understand it or not,great and interesting hit,24,male,mturk,>20,Right,1,2,2,5,4,no such experience,216
Pick up the green block closest to you.,235,Configuration_1_v2.png,robot,5,0:00:14,"I tried using nearby blocks. I also tried using terms such as ""nearest"" and ""farthest"" from either me or from the robot. ",The most challenging aspect was picturing how the robot would see the table form its point of view.,Very interesting HIT! I hope I did it correctly.,22,male,Mechanical Engineer,>20,Right,1,5,3,6,4,"Yes, I have seen robots before and have worked on small-time robot projects at work as well as school. ",222
"Pick up the block that is closest to you - it also happens to be green, to confirm we are looking at the same block.",603,Configuration_1_v2.png,robot,4,0:00:39,"I tried to use the colors of the blocks, cardinal directions, and indicators of relative closeness and distance, mostly.","The task was pretty easy, although it was harder when there were a lot of blocks that were the same color, or when you had to describe ""formations"" of blocks in a meaningful way.","None, thanks.",25,male,Jr Accountant,>20,Right,1,4,3,6,5,"I've seen various types of robotic toys and robots in industrial settings. I think they are pretty interesting, in general.",34
Pick up the closest block to you.,919,Configuration_1_v2.png,robot,5,0:00:13,Using proximity for any blocks that were not outliers was my most used strategy.,It was mildly challenging. The hardest part was dealing with blocks nearer to the middle.,,34,male,Manager,>20,Right,1,3,3,7,7,No.,18
Pick up the green block that is closest to you.,115,Configuration_1_v2.png,robot,4,0:00:16,"none really, just described its location and its relation to the other blocks",trying to keep my right and left and the robot's right and left straight,,39,female,unemployed,>20,Right,1,2,3,6,3,not that I can remember,90
"Pick up the green block that is closest to you, and separate from the other blocks.",1269,Configuration_1_v2.png,robot,5,0:00:21,I tried to give the instructions from the other person's point of view and as descriptively as possible.,"It was challenging to explain which block I wanted the other person to pick up, but quite a fun task!",Thank you for letting me participate.,42,male,Customer Service Rep,>20,Right,1,2,2,5,5,"Just common household robots like a Roomba cleaner. Otherwise, no.",72
Take the green block that is closest to you.,819,Configuration_1_v2.png,robot,5,0:00:10,I tried to find the easiest and most concise explanation I could think of.,"It got pretty tough. Sometimes, the focus block was not situated in a way that was easy to describe in words. ",,33,male,,>20,Right,1,3,3,6,1,I had a friend who built a battlebot years ago and I played with it some.,94
pick up the green cube closest to you,565,Configuration_1_v2.png,robot,5,0:00:18,i used closest and furthest often.,the most challenging aspect was trying to find the easiest way to describe the cube i wanted the robot to choose.,one of the images did not load properly..this was extremely fun and cool..thanks,36,male,concierge,>20,Right,1,2,2,7,5,"i seen the robot that sweeps your floor, thats about it",30
From your perspective i would choose the second blue block to the left.,72,Configuration_2_v1.png,human,2,0:00:30,I used the colors and there directions from their perspective.,Trying to identify a cube within the same cluster of cubes that are the same color,,25,male,engineer,10/15/2016,Right,1,2,2,3,3,Yes just lego robots i bought.,211
Pick up the blue block directly to the left of the orange block at the bottom left side of the table.,100,Configuration_2_v1.png,human,4,0:00:50,No specific strategy really.,"Some were challenging, but not too hard.",,40,no answer,Data Processor,>20,Right,1,1,2,6,6,Yes. The place I used to work had a robot that stacked and wrapped pallets.,227
pick up left hand and pick up 2nd block to the left.,172,Configuration_2_v1.png,human,1,0:00:13,no,very hard,awesome study,26,male,student,5/10/2016,Right,1,2,2,3,4,no,21
Please pick up the blue block that is the second furthest to your left hand side.,198,Configuration_2_v1.png,human,3,0:00:35,"I did not observe that, I was just trying to make it simple for the person across from me. ",Fairly difficult. I found trying to explain the layout to be challenging.,"This has been a very unique and fun HIT, thank you for the work. ",35,male,Retail sales manager,>20,Right,1,2,4,7,5,"I have seen toy robots that I had as a kid int he 80's, but nothing like what they are developing these days in person it would be fun to see them in person.",23
pick up the blue cube which is closest to you but also next to an orange cube and another blue cube.,224,Configuration_2_v1.png,human,4,0:01:27,Using a straightforward method that would be easy for anyone to understand.,"I thought it was pretty easy. The most challenging part was when there were a lot of different color blocks grouped together, it made it pretty hard to  explain. ",,27,male,Sound Engineer,>20,Right,1,1,1,2,1,"No, I have not.",29
"Of the three blue blocks that are towards your left, pick the one in the middle",292,Configuration_2_v1.png,human,4,0:00:34,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
There are three blue blocks close together to your left.  Pick the middle block from that group.,316,Configuration_2_v1.png,human,4,0:00:36,Generally I try to stick to something that is very obvious so the robot will not be confused.  Such as having it grab the certain colored brick closest to the Robot.,It was not super challenging in any way.  Sometimes the wording of instructions was tricky without being too wordy.,Really enjoyed it.  Thanks for posting it!,30,male,Chief Technology Officer,>20,Right,1,3,,7,7,I have seen some Pharmaceutical Robots when I worked in a Pharmacy several years ago.  It automatically filled the prescriptions by going to the dispenser and filling the bottle.,89
"out of the 3 blue blocks to your left, choose the one in the middle. It's also the one that is closest to the orange box that is near you.",336,Configuration_2_v1.png,human,2,0:00:34,"If the box was a color that was closest to either of us, that would be the easiest strategy to go with. ",It was challenging when there were several of the same color surrounding the targeted box. It was hard to describe to them which one to pick.,Thanks for the HIT! This was unique and fun! I enjoyed doing it.,23,female,Sales,>20,Right,1,2,1,2,5,No,83
"This block is the second purple block that you will see, as you look from your left in- if you were to look from left to right.",356,Configuration_2_v1.png,human,4,0:01:34,"Find a starting position in order to determined the easier way to find the block, i.e. start form the left looking right or vice-versa.",Quite challenging.,,27,male,IT associate,15-20,Right,1,3,5,4,4,,81
grab the blue block that is closest to you on your left.,388,Configuration_2_v1.png,human,3,0:00:42,no.,moderate.,none.,29,female,landscaping,10/15/2016,Right,1,6,6,6,6,no,87
"There is a cluster of 3 blue blocks to your left. It is near an orange block. Grab the one in the center, it should be the closest one to you in that group.",434,Configuration_2_v1.png,human,4,0:00:37,Using distance to help me,It was very easy. The hard part was when there was a bunch of the same color near each other,none,27,male,pest control,10/15/2016,Right,1,1,1,5,5,No I haven't,3
