Description,Index,Scenario,NumOfWords,TargetBlockId,ClickedBlockIdList,Accuracy(AvgOn10),TimeToComplete(AvgOn10),InternalUserIDList
Pick up the blue block which is farthest from you.,371,Configuration_12_v2.png,10,1,"[1, 1, 1, 1, 1, 6, 6, 1, 1, 1]",0.818181818182,7.77918554545,"[146, 227, 100, 621, 587, 273, 516, 469, 421, 348]"
Pick up the blue block which is farthest to your right.,370,Configuration_14_v1.png,11,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.0,7.228404,"[449, 166, 621, 536, 406, 16, 489, 258, 128, 367]"
Pick up the yellow block in the cluster of four yellow blocks that is adjacent to the green block.,373,Configuration_13_v2.png,19,9,"[13, 9, 3, 9, 9, 9, 9, 7, 9, 9]",0.75,12.4473078333,"[147, 422, 470, 517, 588, 101, 350, 246, 274, 383]"
"Pick up the blue block on your left, which is the second from the left nearest you.",372,Configuration_2_v1.png,17,11,"[1, 1, 10, 14, 11, 11, 11, 1, 12, 11]",0.6,13.6456918667,"[15, 127, 405, 165, 621, 366, 488, 448, 535, 306]"
Go past the two yellow blocks in front of you and pick up the green block that is before the two orange blocks.,375,Configuration_6_v2.png,23,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,15.992209,"[316, 581, 621, 267, 94, 415, 221, 376, 138, 458]"
Pick up the yellow block that is between a green block and a blue block.,374,Configuration_11_v1.png,15,11,"[11, 11, 11, 9, 11, 9, 11, 11, 11, 11]",0.818181818182,16.37342,"[604, 226, 621, 468, 593, 381, 515, 321, 272, 145]"
Reach forward in the center and pick up the green block that is immediately before the yellow block.,377,Configuration_8_v2.png,18,7,"[7, 7, 7, 7, 7, 7, 7, 13, 7, 7]",0.9,10.5748077,"[365, 534, 621, 14, 126, 305, 447, 245, 487, 164]"
Pick up the orange block that is farthest from you.,376,Configuration_5_v1.png,10,11,"[11, 11, 11, 11, 11, 6, 11, 11, 6, 14]",0.7,5.9336414,"[524, 235, 4, 330, 621, 108, 437, 394, 477, 154]"
grab the yellow block next to the blue block on your right.,392,Configuration_4_v1.png,12,6,"[6, 6, 6, 6, 6, 10, 10, 7, 10, 6]",0.6,13.7239597,"[365, 534, 621, 14, 126, 305, 447, 245, 487, 164]"
grab the orange block closest to you.,390,Configuration_13_v1.png,7,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1.0,5.38129072727,"[604, 280, 3, 621, 523, 153, 436, 393, 234, 107]"
Pick up the 1st orange block on the right,397,Configuration_10_v2.png,9,6,"[15, 14, 6, 6, 6, 6, 2, 6, 6, 6]",0.75,11.1000980833,"[373, 218, 621, 296, 313, 134, 412, 505, 578, 455]"
Pick up the closest green block to the front,396,Configuration_3_v1.png,9,6,"[6, 12, 6, 6, 6, 6, 12, 6, 12, 6]",0.7,8.1253327,"[508, 413, 92, 456, 621, 136, 374, 219, 265, 579]"
Pick up the blue block furthest to the right,394,Configuration_14_v1.png,9,3,"[3, 3, 13, 3, 3, 3, 3, 13, 3, 3]",0.8,7.2493248,"[604, 566, 467, 144, 419, 621, 271, 380, 320, 225]"
Pick up the green block that is in the center of the table and in front of the orange block,399,Configuration_6_v2.png,20,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,13.0809424,"[604, 280, 3, 621, 523, 153, 436, 393, 234, 107]"
Pick up the green block farthest away from you.,244,Configuration_9_v1.png,9,11,"[11, 11, 6, 11, 11, 6, 11, 11, 11, 11]",0.818181818182,4.83097836364,"[484, 288, 401, 621, 570, 135, 362, 444, 161, 242]"
Pick the second block from the left.,247,Configuration_6_v2.png,7,8,"[13, 4, 12, 12, 11, 11, 14, 2, 2, 11]",0.0,13.945905,"[497, 150, 621, 591, 386, 326, 277, 433, 231, 520]"
Get the yellow block.,246,Configuration_1_v1.png,4,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,28.1062658182,"[539, 169, 19, 261, 621, 131, 452, 336, 409, 370]"
Pick up the green block farthest away from you.,241,Configuration_3_v2.png,9,12,"[12, 12, 12, 12, 12, 6, 6, 12, 12, 12]",0.8,5.016494,"[146, 227, 100, 621, 587, 273, 516, 469, 421, 348]"
Pick up the second block from the left.,240,Configuration_2_v1.png,8,11,"[15, 6, 15, 14, 11, 11, 14, 6, 2, 11]",0.461538461538,12.6121636154,"[497, 150, 621, 591, 386, 326, 277, 433, 231, 520]"
Pick the blue block farthest away from you.,243,Configuration_12_v2.png,8,1,"[1, 1, 1, 1, 1, 1, 6, 6, 6, 1]",0.785714285714,8.65115192857,"[365, 534, 621, 14, 126, 305, 447, 245, 487, 164]"
Pick up the green block from the middle. The second one.,242,Configuration_8_v1.png,11,6,"[7, 6, 6, 15, 6, 6, 6, 6, 6, 6]",0.818181818182,16.6912887273,"[7, 397, 480, 621, 157, 284, 119, 527, 333, 440]"
Pick the second blue block closest to you.,249,Configuration_14_v2.png,8,7,"[7, 7, 7, 7, 7, 10, 13, 7, 7, 7]",0.8,7.3246905,"[146, 227, 100, 621, 587, 273, 516, 469, 421, 348]"
pick up left arm and pick up block 2nd from the back.,179,Configuration_3_v2.png,12,12,"[12, 12, 14, 14, 14, 11, 14, 11, 14, 11]",0.333333333333,12.5608354167,"[513, 319, 584, 604, 97, 466, 143, 224, 379, 270]"
pick up left arm and pick up block to the left in the middle.,178,Configuration_11_v1.png,14,11,"[13, 8, 3, 12, 8, 11, 11, 14, 8, 8]",0.272727272727,16.7659422727,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
pick up right arm and pick up block in the middle.,177,Configuration_6_v2.png,11,8,"[8, 8, 8, 8, 8, 8, 8, 4, 8, 8]",0.9,14.0735705,"[610, 603, 490, 17, 407, 167, 129, 368, 537, 308]"
pick up right arm and pick up block second to the left.,176,Configuration_12_v1.png,12,8,"[15, 13, 13, 5, 5, 11, 12, 6, 15, 15]",0.0909090909091,14.9392954545,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
pick up right arm and go to the right middle and pick up block.,175,Configuration_4_v2.png,14,5,"[15, 8, 5, 7, 2, 9, 5, 6, 2, 10]",0.272727272727,19.9608963636,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
pick up left arm and go in the middle and pick up block.,174,Configuration_5_v1.png,13,11,"[14, 12, 8, 8, 8, 12, 3, 12, 8, 8]",0.0909090909091,18.2176084545,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
pick up right arm and go to the middle of the blocks and pick up middle block.,173,Configuration_8_v2.png,17,7,"[7, 7, 7, 7, 4, 7, 7, 7, 7, 7]",0.9,12.1314322,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
pick up left hand and pick up 2nd block to the left.,172,Configuration_2_v1.png,12,11,"[14, 13, 13, 11, 11, 13, 2, 15, 8, 11]",0.461538461538,21.1289641538,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick up the green block closest to you,657,Configuration_1_v2.png,8,8,"[8, 8, 8, 8, 5, 8, 8, 5, 5, 8]",0.75,5.50519366667,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
Pick up the block on your right side thats closest to you.,1500,Configuration_10_v2.png,12,6,"[13, 6, 9, 6, 15, 9, 15, 10, 10, 4]",0.333333333333,8.94254333333,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
Pick up the block closest to you.,1507,Configuration_3_v1.png,7,6,"[6, 6, 6, 6, 10, 6, 6, 6, 6, 6]",0.909090909091,4.56670445455,"[316, 581, 267, 94, 415, 221, 376, 138, 458, 510]"
Pick up the block on your left side that is closet to me in the back.,1504,Configuration_5_v1.png,16,11,"[10, 11, 10, 14, 11, 13, 10, 10, 4, 10]",0.384615384615,17.4354627692,"[566, 467, 144, 419, 271, 380, 320, 225, 98, 607]"
Pick up the block on your right side thats in the second row.,1505,Configuration_2_v2.png,13,10,"[4, 6, 14, 4, 12, 10, 4, 11, 10, 4]",0.272727272727,16.914567,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
pick up the middle green block from the 3 in a horizontal row,1365,Configuration_8_v1.png,13,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,12.7356783,"[282, 109, 395, 604, 525, 438, 331, 236, 478, 5]"
On the left side there is two green blocks. You want to select the green one nearest you.,1115,Configuration_7_v2.png,18,14,"[14, 14, 14, 14, 14, 14, 14, 14, 14, 15]",0.9,17.3809453,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
There is 3 orange blocks pretty close together. Pick the orange block that is the farther one away from you.,1114,Configuration_5_v1.png,20,11,"[11, 11, 7, 11, 11, 11, 11, 11, 11, 11]",0.9,9.3812612,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
pick up the yellow block,1363,Configuration_1_v1.png,5,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,6.60597291667,"[566, 467, 144, 419, 271, 380, 320, 609, 225, 98]"
"only focusing on the green blocks, pick up the one that is the 3rd farthest away from you.",1142,Configuration_6_v1.png,18,12,"[14, 11, 8, 14, 12, 12, 12, 12, 14, 14]",0.4,14.9065628,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
Pick up the green block that is farthest away from you,1140,Configuration_9_v1.png,11,11,"[11, 11, 11, 11, 6, 11, 11, 6, 11, 11]",0.818181818182,10.9858702727,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
Pick up the green block that is closest to you.,1141,Configuration_1_v2.png,10,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 5]",0.9,6.3818188,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
Grab the yellow block that is surrounded by three green blocks and a blue block.,1146,Configuration_11_v1.png,15,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",1.0,10.3863027,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
Grab the block that is the farthest away from you.,1147,Configuration_12_v2.png,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,4.92769891667,"[513, 319, 584, 604, 97, 466, 143, 224, 379, 270]"
grab the orange block that is nearest you,1145,Configuration_10_v2.png,8,6,"[6, 6, 6, 6, 6, 6, 15, 15, 6, 6]",0.8,9.1156767,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
Grab the closest green block to you.,1148,Configuration_3_v1.png,7,6,"[6, 6, 6, 6, 6, 12, 12, 12, 6, 6]",0.7,6.031744,"[365, 534, 14, 126, 305, 447, 245, 487, 164, 404]"
"Pick up the orange block that is the furthest away, and which is next to the single yellow block.",692,Configuration_5_v1.png,19,11,"[11, 11, 11, 11, 11, 11, 11, 5, 11, 7]",0.833333333333,13.0055724167,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
Pick up the blue block under the green block farthest away from you.,1547,Configuration_14_v2.png,13,7,"[3, 3, 3, 10, 7, 3, 6, 7, 6, 6]",0.2,29.7021292,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
Pick up the yellow block  to the left of the green block farthest from you.,1544,Configuration_13_v2.png,15,9,"[13, 9, 8, 13, 12, 9, 13, 12, 10, 13]",0.2,21.7878417,"[539, 169, 19, 261, 131, 452, 336, 409, 370, 492]"
Pick up the green block on your right.,1545,Configuration_3_v2.png,8,12,"[6, 6, 6, 12, 6, 6, 6, 6, 6, 6]",0.181818181818,7.92137081818,"[529, 399, 286, 608, 159, 442, 121, 240, 9, 360]"
Pick up the yellow block to the right of the blue block on the left side.,1542,Configuration_4_v1.png,16,6,"[10, 10, 9, 1, 10, 10, 6, 10, 6, 7]",0.2,22.9633895,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
"Pick up the blue block that is the furthest away from you, directly behind the yellow block.",697,Configuration_12_v2.png,17,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 6]",0.909090909091,15.3642263636,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
"The box at the utmost top, grab the one immediately to the left of it.",1540,Configuration_5_v1.png,15,11,"[11, 11, 11, 3, 11, 11, 5, 11, 15, 3]",0.666666666667,19.98038425,"[529, 399, 286, 608, 159, 442, 121, 240, 9, 360]"
"Pick up the green block in the center that is in front of the yellow block, and next to the blue block.",695,Configuration_8_v2.png,22,7,"[8, 7, 7, 4, 7, 7, 7, 7, 7, 1]",0.727272727273,9.61177781818,"[15, 127, 405, 165, 366, 488, 448, 535, 306, 248]"
Pick up the yellow block that is the second furthest from the orange block closest to you.,699,Configuration_4_v2.png,17,5,"[12, 5, 13, 3, 13, 13, 10, 5, 6, 15]",0.2,14.1484701,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
Pick up the blue block 2nd closest to you.,1548,Configuration_12_v1.png,9,8,"[12, 12, 12, 12, 12, 12, 8, 12, 12, 8]",0.333333333333,6.86702133333,"[604, 566, 467, 144, 419, 271, 380, 320, 225, 98]"
"Looking at the arrangement of five green blocks towards the right, please pick up the green block that is in the middle of the arrangement.",542,Configuration_6_v1.png,25,12,"[12, 12, 12, 12, 12, 12, 8, 12, 12, 12]",0.909090909091,16.1840601818,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
Look at the arrangement of blocks on the table and pick up the blue block which is closest to you and is furthest to the left.,543,Configuration_12_v2.png,26,1,"[12, 12, 12, 1, 12, 12, 12, 12, 12, 6]",0.1,20.0785888,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Look at the table and pick up the green block that is furthest to the right.,541,Configuration_3_v2.png,16,12,"[6, 12, 6, 6, 6, 6, 12, 6, 6, 6]",0.384615384615,18.3649001538,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
Look at the orange blocks which are on the table.  Please pick up the orange block which is below and to the right of the left most yellow block.,546,Configuration_13_v1.png,29,2,"[2, 2, 5, 2, 5, 2, 3, 2, 2, 2]",0.727272727273,77.8716875455,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
The block is on the left of the table. It is the block that is in the middle of two yellow blocks.,547,Configuration_4_v2.png,22,5,"[14, 9, 14, 14, 14, 14, 14, 14, 14, 6]",0.166666666667,15.9048084167,"[604, 566, 467, 144, 419, 271, 380, 320, 225, 98]"
"Looking at the arrangement on the table, please pick up the blue block that is furthest to the right.",544,Configuration_7_v1.png,19,13,"[2, 2, 13, 2, 2, 2, 2, 2, 13, 2]",0.2,10.3471421,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
Look at the arrangement of blocks on the table and pick up the yellow block which is closest to you.,545,Configuration_5_v2.png,20,10,"[14, 2, 2, 2, 14, 2, 14, 14, 14, 2]",0.166666666667,12.4426423333,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
It is the block all the way on the right side by itself.,548,Configuration_10_v1.png,13,15,"[9, 15, 15, 2, 15, 15, 1, 15, 15, 15]",0.727272727273,21.8906285455,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
The block is in the middle of the table. It is the 3rd block from the bottom.,549,Configuration_6_v2.png,17,8,"[9, 8, 8, 7, 9, 8, 8, 8, 8, 7]",0.666666666667,11.7073325,"[513, 319, 584, 604, 97, 466, 143, 224, 379, 270]"
Pick up the orange block closest to you.,761,Configuration_10_v2.png,8,6,"[6, 6, 9, 6, 6, 6, 6, 15, 15, 6]",0.7,7.2132833,"[513, 319, 584, 604, 97, 466, 143, 224, 379, 270]"
pick up the closest blue block,414,Configuration_7_v1.png,6,13,"[13, 13, 13, 2, 13, 13, 13, 13, 13, 2]",0.8,9.0779164,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
grab the green block in the center of the table.,415,Configuration_6_v2.png,10,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,6.3750703,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
grab the orange block closest to you.,416,Configuration_13_v1.png,7,2,"[2, 2, 2, 1, 2, 2, 2, 2, 2, 2]",0.909090909091,5.22236527273,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
Grab the green block that is in the center of the table and touching one other green block.,417,Configuration_8_v2.png,18,7,"[4, 7, 6, 7, 7, 7, 2, 7, 7, 7]",0.7,13.8840392,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
Please pick up the second green block from your right within a string of three green blocks between to blue blocks.,1388,Configuration_8_v1.png,21,6,"[6, 6, 6, 6, 6, 4, 6, 6, 6, 6]",0.909090909091,23.8852146364,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
Grab the blue block that is third from the left.,411,Configuration_2_v2.png,10,10,"[10, 12, 10, 3, 10, 10, 10, 10, 10, 10]",0.8,10.2893014,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
grab the closest green block,412,Configuration_3_v1.png,5,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,3.67390025,"[513, 319, 584, 604, 97, 466, 143, 224, 379, 270]"
pick up the closest green block,413,Configuration_1_v2.png,6,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 3]",0.9,4.5429545,"[604, 280, 3, 523, 153, 436, 393, 234, 107, 329]"
Pick up the yellow block that is directly right of the bottom green block.,1384,Configuration_13_v2.png,14,9,"[9, 9, 9, 9, 12, 13, 9, 9, 9, 9]",0.833333333333,10.86253525,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pick up the yellow block that is directly to the left of the blue block on the right side of the table.,1386,Configuration_4_v1.png,22,6,"[6, 6, 10, 6, 6, 6, 6, 13, 6, 6]",0.8,21.7491756,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
Please pick up the yellow block,1387,Configuration_1_v1.png,6,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,6.2524868,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
Pick up the blue block that is on the top left.,1380,Configuration_12_v1.png,11,8,"[12, 8, 8, 12, 12, 4, 4, 4, 12, 12]",0.428571428571,9.20414578571,"[365, 534, 14, 126, 305, 447, 245, 487, 164, 404]"
grab the second closest blue block from you,419,Configuration_14_v2.png,8,7,"[7, 7, 7, 7, 7, 7, 10, 7, 7, 7]",0.9,6.979521,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick up the middle of the three green blocks that are located on the middle of the table.,1383,Configuration_8_v1.png,18,6,"[6, 6, 6, 6, 6, 6, 6, 7, 6, 6]",0.9,11.2318989,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
Pick up the green block which is closest to you.,368,Configuration_3_v1.png,10,6,"[6, 6, 12, 6, 12, 6, 6, 6, 6, 12]",0.7,5.3287045,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
"Pick up the orange block which is closest to you, between the blue block and yellow block.",369,Configuration_10_v2.png,17,6,"[6, 6, 15, 6, 6, 6, 2, 6, 6, 6]",0.818181818182,9.25588145455,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
"Pick up the yellow block which is the third block on your right, beyond the orange block and a yellow block.",367,Configuration_4_v2.png,21,5,"[5, 6, 6, 5, 5, 1, 10, 10, 8, 5]",0.5,31.6997835,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
"From your left and looking right as you examined the blocks. The first two orange blocks that you see; out of those two orange, the one to pick up is the one farther away from your position.",364,Configuration_5_v1.png,37,11,"[5, 11, 11, 11, 11, 11, 11, 6, 11, 11]",0.818181818182,23.0837119091,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
"From the left, and looking right, pick up the first purple block that you see. This block is also the closest purple block near you.",362,Configuration_7_v1.png,25,13,"[13, 13, 2, 13, 13, 13, 2, 2, 6, 2]",0.545454545455,31.4949892727,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
"Pick up the first green block that you see when you look directly forward, this block is also the closest green block near you.",363,Configuration_1_v2.png,24,8,"[7, 8, 8, 6, 8, 3, 5, 5, 8, 8]",0.545454545455,15.4143880909,"[365, 534, 14, 126, 305, 447, 245, 487, 164, 404]"
"Look for the rightmost purple block, the block that you want to pick up is yellow and also touching this specific purple block.",360,Configuration_4_v1.png,23,6,"[8, 15, 3, 6, 7, 6, 4, 4, 3, 6]",0.363636363636,20.5280424545,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
"There are two green blocks touching each other, they are very well aligned, if spread apart they can be considered as being parallel to one another. You want to pick up the green block that is the closest to these two green blocks.",361,Configuration_8_v2.png,43,7,"[7, 6, 7, 7, 7, 6, 7, 7, 7, 7]",0.8,22.3827922,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
grab the blue block on your far right.,380,Configuration_14_v1.png,8,3,"[3, 3, 3, 3, 3, 3, 3, 13, 3, 3]",0.909090909091,5.97245836364,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
grab the green block in the center of all of the blocks.,381,Configuration_8_v2.png,12,7,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",1.0,6.10676745455,"[317, 377, 141, 95, 297, 430, 459, 582, 222, 511]"
grab the blue block on your far left.,382,Configuration_7_v1.png,8,13,"[13, 13, 13, 13, 13, 13, 13, 13, 13, 2]",0.9,6.022681,"[604, 566, 467, 144, 419, 271, 380, 320, 225, 98]"
grab your the green block closest to you.,383,Configuration_1_v2.png,8,8,"[8, 8, 5, 8, 5, 8, 8, 8, 8, 8]",0.818181818182,6.85390881818,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
grab the second closest yellow block on your right.,384,Configuration_11_v1.png,9,11,"[1, 1, 1, 1, 1, 1, 1, 11, 1, 1]",0.181818181818,15.6918597273,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
grab the green block closest to you.,385,Configuration_9_v2.png,7,6,"[6, 6, 6, 6, 6, 11, 6, 6, 6, 6]",0.9,6.0505897,"[604, 226, 468, 593, 381, 515, 321, 272, 145, 99]"
